accession	name	segment	date	host	country	abbreviation	virus	strain
AF286497	2848-TAI-98		20XX-XX-XX	Unknown	N/a			2848-TAI-98
AF286506	2867-TAI-98		20XX-XX-XX	Unknown	N/a			2867-TAI-98
AF286511	2878-TAI-98		20XX-XX-XX	Unknown	N/a			2878-TAI-98
AF286516	2896-TAI-98		20XX-XX-XX	Unknown	N/a			2896-TAI-98
AF286528	2943-TAI-98		20XX-XX-XX	Unknown	N/a			2943-TAI-98
AF376069	SB0635/SAR/00		20XX-XX-XX	Unknown	N/a			SB0635/SAR/00
AF376098	1M/AUS/12/00		20XX-XX-XX	Unknown	N/a			1M/AUS/12/00
AF376101	26M/AUS/2/99		20XX-XX-XX	Unknown	N/a			26M/AUS/2/99
AF376116	3526/SIN/98		20XX-XX-XX	Unknown	N/a			3526/SIN/98
AF376126	5859/SIN/00		20XX-XX-XX	Unknown	N/a			5859/SIN/00
AF376129	5926/SIN/00		20XX-XX-XX	Unknown	N/a			5926/SIN/00
AY125969	KOR-EV71-05		20XX-XX-XX	Unknown	N/a			KOR-EV71-05
AY125975	KOR-EV71-11		20XX-XX-XX	Unknown	N/a			KOR-EV71-11
AY207633	0815-MAA-00		20XX-XX-XX	Unknown	N/a			0815-MAA-00
AY207639	0245-MAA-97		20XX-XX-XX	Unknown	N/a			0245-MAA-97
AY207641	0036-MAA-97		20XX-XX-XX	Unknown	N/a			0036-MAA-97
AY207647	0128-MAA-97		20XX-XX-XX	Unknown	N/a			0128-MAA-97
AY258319	4381-SIN-02		20XX-XX-XX	Unknown	N/a			4381-SIN-02
AY722889	2197-SYD-86		20XX-XX-XX	Unknown	N/a			2197-SYD-86
DQ341361	1M-AUS-12-00		20XX-XX-XX	Unknown	N/a	Australia		1M-AUS-12-00
AY905549	SB11977-SAR-03		20XX-XX-XX	Unknown	N/a	Malaysia		SB11977-SAR-03
EU131726	N2121TW-05		20XX-XX-XX	Unknown	N/a			N2121TW-05
EU131728	S0942TW-99		20XX-XX-XX	Unknown	N/a			S0942TW-99
EU131730	M0167TW-00		20XX-XX-XX	Unknown	N/a			M0167TW-00
EU131734	S0320TW-02		20XX-XX-XX	Unknown	N/a			S0320TW-02
EU729115	Kor07-EV71-02cn		2007-XX-XX	Human	2007	South Korea		Kor07-EV71-02cn
EU910862	0709F/NM/CHN/07		2007-06-XX	Human	2007-06	China	C4	0709F/NM/CHN/07
EU913466	Fuyang22		2008-05-22	Human	2008-05-22	China		Fuyang22
EU999171	Zhuhai-JC455		2008-08-XX	Human	2008-08	China	C4	Zhuhai-JC455
EU999174	Zhuhai-171		2008-08-XX	Human	2008-08	China	C4	Zhuhai-171
FJ151495	THA-08-17184		2008-XX-XX	Human	2008	Thailand		THA-08-17184
FJ357344	N1859-TW05		2005-XX-XX	Human	2005	Taiwan		N1859-TW05
FJ461785	NUH0085/SIN/08		20XX-XX-XX	Unknown	N/a	Singapore	EV71	NUH0085/SIN/08
FJ556873	THA-08-29778		2008-09-26	Human	2008-09-26	Thailand		THA-08-29778
FJ598105	China/GD17/2008		2008-04-XX	Human	2008-04	China		China/GD17/2008
FJ824734	1416-FR-2007		2007-04-XX	Human	2007-04	France		1416-FR-2007
FJ846679	Siriraj15/TH/03		2003-XX-XX	Human	2003	Thailand		Siriraj15/TH/03
FJ846682	Siriraj19/TH/03		2003-XX-XX	Human	2003	Thailand		Siriraj19/TH/03
FJ862991	Siriraj04/TH/07		2007-XX-XX	Human	2007	Thailand		Siriraj04/TH/07
FM201349	EV71/BRU/2006/35641		20XX-XX-XX	Human	N/a	Brunei		EV71/BRU/2006/35641
FM201351	EV71/BRU/2006/35645		20XX-XX-XX	Human	N/a	Brunei		EV71/BRU/2006/35645
FN298933	HUN-792-2000		2000-XX-XX	Unknown	2000	Hungary	EV71	HUN-792-2000
FN298935	HUN-5522-2004		2004-XX-XX	Unknown	2004	Hungary	EV71	HUN-5522-2004
HG934197	NAN696_FRA04		2004-XX-XX	Human	2004	France		NAN696_FRA04
FN665339	NAN197_FRA07		2007-XX-XX	Unknown	2007	France	Enterovirus 71	NAN197_FRA07
FN665312	LYO6972_FRA04		2004-XX-XX	Unknown	2004	France	Enterovirus 71	LYO6972_FRA04
FN598765	DIJ494_FRA07		2007-07-06	Unknown	2007-07-06	France		DIJ494_FRA07
HG934248	ANG261_FRA09		2009-XX-XX	Human	2009	France		ANG261_FRA09
FN675351	69-AUT2004		2004-XX-XX	Unknown	2004	Austria		69-AUT2004
GQ253396	H553F/SD/CHN/2008/EV71		2008-XX-XX	Human	2008	China		H553F/SD/CHN/2008/EV71
GQ253423	06282/SD/CHN/2006/EV71		2006-XX-XX	Human	2006	China		06282/SD/CHN/2006/EV71
GQ487667	ZH-ETC335/GD/CHN/09		2009-06-XX	Human	2009-06	China	C4b	ZH-ETC335/GD/CHN/09
GQ855286	EV71/Lanzhou02		2008-XX-XX	Human	2008	China	C	EV71/Lanzhou02
GU190173	133/GZ/CHN/2008		2008-XX-XX	Human	2008	China	C4	133/GZ/CHN/2008
HG934162	STU116_DEU03		2003-XX-XX	Human	2003	Germany		STU116_DEU03
HG934177	BER409_DEU00		2000-XX-XX	Human	2000	Germany		BER409_DEU00
HG934184	STU563449_DEU03		2003-XX-XX	Human	2003	Germany		STU563449_DEU03
HG934192	STU562356_DEU03		2003-XX-XX	Human	2003	Germany		STU562356_DEU03
HG934193	STU565802_DEU03		2003-XX-XX	Human	2003	Germany		STU565802_DEU03
HG934199	LAUS148_AUT04		2004-XX-XX	Human	2004	Austria		LAUS148_AUT04
HG934230	STU73_DEU07		2007-XX-XX	Human	2007	Germany		STU73_DEU07
FN598768	LYO23284_FRA07		2007-06-05	Human	2007-06-05	France		LYO23284_FRA07
HG934253	GRE202071_FRA10		2010-XX-XX	Human	2010	France		GRE202071_FRA10
HG934275	CF096036_FRA13		2013-XX-XX	Human	2013	France		CF096036_FRA13
HG934282	CF162007_FRA13		2013-XX-XX	Human	2013	France		CF162007_FRA13
HG934283	CF178119_FRA13		2013-XX-XX	Human	2013	France		CF178119_FRA13
HG934286	CF226001_FRA13		2013-XX-XX	Human	2013	France		CF226001_FRA13
HM038012	HN08-HLF8		20XX-XX-XX	Human	N/a	China		HN08-HLF8
HM358823	EV0911/Kedah/08		2008-08-XX	Human	2008-08	Malaysia	EV71	EV0911/Kedah/08
HM358829	EV1078/Johor/08		2008-08-XX	Human	2008-08	Malaysia	EV71	EV1078/Johor/08
HM752814	119798		20XX-XX-XX	Human	N/a	Greece		119798
HQ005453	China/GD633/2009		2009-09-XX	Human	2009-09	China		China/GD633/2009
HQ283528	TW-3123-00		2000-07-XX	Human	2000-07	Taiwan	B4	TW-3123-00
HQ283543	TW-4527-00		2000-10-XX	Human	2000-10	Taiwan	B4	TW-4527-00
HQ283557	TW-725-01		2001-03-XX	Human	2001-03	Taiwan	B4	TW-725-01
HQ283577	TW-2210-01		2001-06-XX	Human	2001-06	Taiwan	B4	TW-2210-01
HQ283581	TW-2307-01		2001-06-XX	Human	2001-06	Taiwan	B4	TW-2307-01
HQ283606	TW-2812-01		2001-06-XX	Human	2001-06	Taiwan	B4	TW-2812-01
HQ283616	TW-3151-01		2001-06-XX	Human	2001-06	Taiwan	B4	TW-3151-01
HQ283618	TW-3166-01		2001-06-XX	Human	2001-06	Taiwan	B4	TW-3166-01
HQ283659	TW-4438-01		2001-08-XX	Human	2001-08	Taiwan	B4	TW-4438-01
HQ283660	TW-4451-01		2001-08-XX	Human	2001-08	Taiwan	B4	TW-4451-01
HQ283666	TW-4687-01		2001-09-XX	Human	2001-09	Taiwan	B4	TW-4687-01
HQ283669	TW-4924-01		2001-09-XX	Human	2001-09	Taiwan	B4	TW-4924-01
HQ283671	TW-4968-01		2001-09-XX	Human	2001-09	Taiwan	B4	TW-4968-01
HQ283681	TW-5472-01		2001-10-XX	Human	2001-10	Taiwan	B4	TW-5472-01
HQ283687	TW-5580-01		2001-10-XX	Human	2001-10	Taiwan	B4	TW-5580-01
HQ283693	TW-5904-01		2001-11-XX	Human	2001-11	Taiwan	B4	TW-5904-01
HQ283711	TW-855-02		2002-02-XX	Human	2002-02	Taiwan	B4	TW-855-02
HQ283728	TW-2885-02		2002-06-XX	Human	2002-06	Taiwan	B4	TW-2885-02
HQ283738	TW-3716-02		2002-07-XX	Human	2002-07	Taiwan	B4	TW-3716-02
HQ283740	TW-3821-02		2002-07-XX	Human	2002-07	Taiwan	B4	TW-3821-02
HQ283745	TW-4005-02		2002-07-XX	Human	2002-07	Taiwan	B4	TW-4005-02
HQ283774	TW-1487-03		2003-04-XX	Human	2003-04	Taiwan	B4	TW-1487-03
HQ283782	TW-1602-98		1998-05-XX	Human	1998-05	Taiwan	C2	TW-1602-98
HQ283790	TW-1738-98		1998-05-XX	Human	1998-05	Taiwan	C2	TW-1738-98
HQ283802	TW-1933-98		1998-06-XX	Human	1998-06	Taiwan	C2	TW-1933-98
HQ283812	TW-2077-98		1998-06-XX	Human	1998-06	Taiwan	C2	TW-2077-98
HQ283839	TW-2880-98		1998-06-XX	Human	1998-06	Taiwan	C2	TW-2880-98
HQ283882	TW-4368-98		1998-09-XX	Human	1998-09	Taiwan	C2	TW-4368-98
HQ285092	4731/Sin/2009		2009-XX-XX	Human	2009	Singapore	EV71	4731/Sin/2009
HQ285098	4697/Sin/2008		2008-XX-XX	Human	2008	Singapore	EV71	4697/Sin/2008
HQ285106	4706/Sin/2009		2009-XX-XX	Human	2009	Singapore	EV71	4706/Sin/2009
HQ424434	124098		2010-02-04	Human	2010-02-04	Greece		124098
HQ668214	476/SD/CHN/2010		2010-XX-XX	Human	2010	China	C4	476/SD/CHN/2010
HQ668215	865/SD/CHN/2010		2010-XX-XX	Human	2010	China	C4	865/SD/CHN/2010
HQ668225	374/SD/CHN/2010		2010-XX-XX	Human	2010	China	C4	374/SD/CHN/2010
HQ668230	625/SD/CHN/2010		2010-XX-XX	Human	2010	China	C4	625/SD/CHN/2010
HQ668235	621/SD/CHN/2010		2010-XX-XX	Human	2010	China	C4	621/SD/CHN/2010
HQ668245	684/CQ/CHN/2010		2010-XX-XX	Human	2010	China	C4	684/CQ/CHN/2010
HQ668272	1232/HN/CHN/2010		2010-XX-XX	Human	2010	China	C4	1232/HN/CHN/2010
HQ668281	393/SD/CHN/2010		2010-XX-XX	Human	2010	China	C4	393/SD/CHN/2010
HQ668301	697/CQ/CHN/2010		2010-XX-XX	Human	2010	China	C4	697/CQ/CHN/2010
HQ668310	1206/HN/CHN/2010		2010-XX-XX	Human	2010	China	C4	1206/HN/CHN/2010
HQ668314	674/CQ/CHN/2010		2010-XX-XX	Human	2010	China	C4	674/CQ/CHN/2010
HQ668335	788/CQ/CHN/2010		2010-XX-XX	Human	2010	China	C4	788/CQ/CHN/2010
HQ668338	668/CQ/CHN/2010		2010-XX-XX	Human	2010	China	C4	668/CQ/CHN/2010
HQ668357	496/SD/CHN/2010		2010-XX-XX	Human	2010	China	C4	496/SD/CHN/2010
HQ668399	368/SD/CHN/2010		2010-XX-XX	Human	2010	China	C4	368/SD/CHN/2010
HQ668416	402/SD/CHN/2010		2010-XX-XX	Human	2010	China	C4	402/SD/CHN/2010
HQ668417	409/SD/CHN/2010		2010-XX-XX	Human	2010	China	C4	409/SD/CHN/2010
HQ668452	1273/HN/CHN/2010		2010-XX-XX	Human	2010	China	C4	1273/HN/CHN/2010
HQ676168	FI06/ns/W/07		2007-XX-XX	Human	2007	Finland		FI06/ns/W/07
HQ676178	FI17/Tk/W/04		2004-XX-XX	Human	2004	Finland		FI17/Tk/W/04
HQ676184	GE01/ns/W/07		2007-XX-XX	Human	2007	Georgia		GE01/ns/W/07
HQ676203	JP16/Ac/W/09		2009-XX-XX	Human	2009	Japan		JP16/Ac/W/09
HQ676223	JP44/Sm/A/03		2003-XX-XX	Human	2003	Japan		JP44/Sm/A/03
HQ676235	MY17/Sw/A/06		2006-XX-XX	Human	2006	Malaysia		MY17/Sw/A/06
HQ676239	MY21/Sw/A/06		2006-XX-XX	Human	2006	Malaysia		MY21/Sw/A/06
HQ676262	MY45/Sw/A/06		2006-XX-XX	Human	2006	Malaysia		MY45/Sw/A/06
HQ676264	MY47/Sw/A/08		2008-XX-XX	Human	2008	Malaysia		MY47/Sw/A/08
HQ676272	NL06/ns/W/07		2007-XX-XX	Human	2007	Netherlands		NL06/ns/W/07
HQ676280	NL14/ns/W/07		2007-XX-XX	Human	2007	Netherlands		NL14/ns/W/07
HQ676289	ES01/GC/02/W		2002-XX-XX	Human	2002	Spain		ES01/GC/02/W
HQ676294	ES07/Sa/99/W		1999-XX-XX	Human	1999	Spain		ES07/Sa/99/W
HQ676384	LV01/ns/03/W		2003-XX-XX	Human	2003	Latvia		LV01/ns/03/W
HQ676387	MY18/Sa/06/A		2006-XX-XX	Human	2006	Malaysia		MY18/Sa/06/A
HQ676389	MY20/Sa/06/A		2006-XX-XX	Human	2006	Malaysia		MY20/Sa/06/A
HQ676392	MY23/Sa/06/A		2006-XX-XX	Human	2006	Malaysia		MY23/Sa/06/A
HQ676395	MY26/Sa/06/A		2006-XX-XX	Human	2006	Malaysia		MY26/Sa/06/A
HQ676396	MY27/Sa/06/A		2006-XX-XX	Human	2006	Malaysia		MY27/Sa/06/A
HQ676409	MY41/Sa/06/A		2006-XX-XX	Human	2006	Malaysia		MY41/Sa/06/A
HQ676420	MY52/Sa/00/A		2000-XX-XX	Human	2000	Malaysia		MY52/Sa/00/A
HQ676427	MY59/Sa/97/G		1997-XX-XX	Human	1997	Malaysia		MY59/Sa/97/G
HQ676431	MY63/Sa/00/A		2000-XX-XX	Human	2000	Malaysia		MY63/Sa/00/A
HQ676470	NL04/ns/07/W		2007-XX-XX	Human	2007	Netherlands		NL04/ns/07/W
HQ676479	NL14/ns/07/W		2007-XX-XX	Human	2007	Netherlands		NL14/ns/07/W
HQ676482	RU01/ns/01/W		2001-XX-XX	Human	2001	Russia		RU01/ns/01/W
HZ411064	UNKNOWN-HZ411064		20XX-XX-XX	Unknown	N/a			UNKNOWN-HZ411064
JF420554	02969		2008-XX-XX	Human	2008	China	C5	02969
JF420577	FY-2		2008-XX-XX	Human	2008	China	C4	FY-2
JF420580	H8		2008-XX-XX	Human	2008	China	C4	H8
JF420585	NT5		2008-XX-XX	Human	2008	China	C4	NT5
JF918554	SHAPHC122F/SH/CHN/08		2008-05-09	Human	2008-05-09	China	C4	SHAPHC122F/SH/CHN/08
JF918557	SHAPHC371T/SH/CHN/09		2009-09-04	Human	2009-09-04	China	C4	SHAPHC371T/SH/CHN/09
JF918576	SHAPHC571T/SH/CHN/10		2010-06-08	Human	2010-06-08	China	C4	SHAPHC571T/SH/CHN/10
JN205808	Hangzhou-41-2011		2011-04-XX	Human	2011-04	China		Hangzhou-41-2011
JN251923	10/EV71/YN/CHN/2010		2010-02-10	Human	2010-02-10	China		10/EV71/YN/CHN/2010
JN251934	25/EV71/YN/CHN/2010		2010-10-12	Human	2010-10-12	China		25/EV71/YN/CHN/2010
JN251942	43/EV71/YN/CHN/2010		2010-05-19	Human	2010-05-19	China		43/EV71/YN/CHN/2010
JN408356	27-YN-CHN-2009		2009-09-XX	Human	2009-09	China		27-YN-CHN-2009
JN408358	34-YN-CHN-2009		2009-09-XX	Human	2009-09	China		34-YN-CHN-2009
JN835272	G227-885F/HeN/CHN/2009		2009-04-27	Human	2009-04-27	China	C4a	G227-885F/HeN/CHN/2009
JN835280	G405-1045F/HeN/CHN/2009		2009-05-14	Human	2009-05-14	China	C4a	G405-1045F/HeN/CHN/2009
KF154302	B5-03510-TW-2011		2011-11-27	Human	2011-11-27	Taiwan	B5	B5-03510-TW-2011
KF154326	B5-96027-TW-2012		2012-05-12	Human	2012-05-12	Taiwan	B5	B5-96027-TW-2012
KF154332	B5-02009-TW-2012		2012-06-17	Human	2012-06-17	Taiwan	B5	B5-02009-TW-2012
KF154340	B5-50865-TW-2012		2012-06-30	Human	2012-06-30	Taiwan	B5	B5-50865-TW-2012
KF154347	B5-02571-TW-2012		2012-08-08	Human	2012-08-08	Taiwan	B5	B5-02571-TW-2012
KF906418	BMC08-C20		2008-XX-XX	Human	2008	India		BMC08-C20
KF906427	V11-4998		2011-XX-XX	Human	2011	India		V11-4998
KF906431	V12-104		2012-XX-XX	Human	2012	India		V12-104
KJ188636	SHC045/CHN/2011		2011-05-XX	Human	2011-05	China	C4	SHC045/CHN/2011
KJ686298	EV71/Homo sapiens/VNM/233/2011		2011-12-02	Human	2011-12-02	Viet Nam		EV71/Homosapiens/VNM/233/2011
KM023179	46621_RUS_2013		2013-XX-XX	Human	2013	Russia	C4	46621_RUS_2013
KM023188	47873_RUS_2013		2013-XX-XX	Human	2013	Russia	C4	47873_RUS_2013
KM077140	Hau1		2013-07-XX	Human	2013-07	Taiwan		Hau1
KM675909	SilCRC07/TH/2012		2012-11-XX	Human	2012-11	Thailand		SilCRC07/TH/2012
KX372321	SiICRC10/TH/2012		2012-11-01	Human	2012-11-01	Thailand		SiICRC10/TH/2012
KM675919	SiICRC04/TH/2014		2014-01-10	Human	2014-01-10	Thailand		SiICRC04/TH/2014
KP005813	JB14133059-EV71		2013-04-XX	Human	2013-04	China		JB14133059-EV71
KP192486	Shp250/2012/China		2012-XX-XX	Human	2012	China	A71	Shp250/2012/China
KP289424	EV71/P267/2013/China		2013-XX-XX	Human	2013	China		EV71/P267/2013/China
KP289429	EV71/P654/2013/China		2013-XX-XX	Human	2013	China		EV71/P654/2013/China
KP289431	EV71/P977/2013/China		2013-XX-XX	Human	2013	China		EV71/P977/2013/China
KP290068	EV71/P1025/2013/China		2013-XX-XX	Human	2013	China		EV71/P1025/2013/China
KP290093	EV71/P867/2013/China		2013-XX-XX	Human	2013	China		EV71/P867/2013/China
KP290097	EV71/P895/2013/China		2013-XX-XX	Human	2013	China		EV71/P895/2013/China
KP290101	EV71/P958/2013/China		2013-XX-XX	Human	2013	China		EV71/P958/2013/China
KP290108	EV71/P1043/2013/China		2013-XX-XX	Human	2013	China		EV71/P1043/2013/China
KP308401	EV71/Homo sapiens/KHM/260/2012		2012-07-09	Human	2012-07-09	Cambodia		EV71/Homosapiens/KHM/260/2012
KP308408	EV71/Homo sapiens/KHM/304/2012		2012-09-16	Human	2012-09-16	Cambodia		EV71/Homosapiens/KHM/304/2012
KP308410	EV71/Homo sapiens/KHM/342/2012		2012-07-13	Human	2012-07-13	Cambodia		EV71/Homosapiens/KHM/342/2012
KP308418	EV71/Homo sapiens/KHM/392/2012		2012-07-21	Human	2012-07-21	Cambodia		EV71/Homosapiens/KHM/392/2012
KP308435	EV71/Homo sapiens/KHM/313/2012		2012-12-08	Human	2012-12-08	Cambodia		EV71/Homosapiens/KHM/313/2012
KP308436	EV71/Homo sapiens/KHM/295/2012		2012-08-21	Human	2012-08-21	Cambodia		EV71/Homosapiens/KHM/295/2012
KP308439	EV71/Homo sapiens/KHM/311/2012		2012-11-23	Human	2012-11-23	Cambodia		EV71/Homosapiens/KHM/311/2012
KP308441	EV71/Homo sapiens/KHM/275/2012		2012-07-31	Human	2012-07-31	Cambodia		EV71/Homosapiens/KHM/275/2012
KP308443	EV71/Homo sapiens/KHM/394/2012		2012-07-25	Human	2012-07-25	Cambodia		EV71/Homosapiens/KHM/394/2012
KP308446	EV71/Homo sapiens/KHM/360/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/360/2012
KP308450	EV71/Homo sapiens/KHM/367/2012		2012-07-14	Human	2012-07-14	Cambodia		EV71/Homosapiens/KHM/367/2012
KP308459	EV71/Homo sapiens/KHM/336/2012		2012-07-12	Human	2012-07-12	Cambodia		EV71/Homosapiens/KHM/336/2012
KP308460	EV71/Homo sapiens/KHM/400/XXXX		20XX-XX-XX	Human	N/a	Cambodia		EV71/Homosapiens/KHM/400/XXXX
KP691647	02-0-071		2013-10-30	Unknown	2013-10-30	Viet Nam		02-0-071
KP691649	03-0-003		2013-11-06	Unknown	2013-11-06	Viet Nam		03-0-003
KP691665	VN152/2011		2011-04-10	Unknown	2011-04-10	Viet Nam		VN152/2011
KR045297	THA_A641		2012-07-23	Human	2012-07-23	Thailand	B5	THA_A641
KR045302	THA_A1570		2014-10-13	Human	2014-10-13	Thailand	B5	THA_A1570
KR185969	SPb_5160/13EVI/Mur-39/14/RU		2013-10-22	Human	2013-10-22	Russia		SPb_5160/13EVI/Mur-39/14/RU
KR779226	YN2012-A006		2012-XX-XX	Human	2012	China	C4a	YN2012-A006
KR779231	YN2012-C001		2012-XX-XX	Human	2012	China	C4a	YN2012-C001
KR782344	YN2012-C043		2012-XX-XX	Human	2012	China	C4a	YN2012-C043
KR782358	YN2013-A078		2013-XX-XX	Human	2013	China	C4a	YN2013-A078
KR782362	YN2013-A125		2013-XX-XX	Human	2013	China	C4a	YN2013-A125
KR782365	YN2013-A137		2013-XX-XX	Human	2013	China	C4a	YN2013-A137
KR782370	YN2013-A188		2013-XX-XX	Human	2013	China	C4a	YN2013-A188
KR782373	YN2013-C017		2013-XX-XX	Human	2013	China	C4a	YN2013-C017
KR782402	YN2013-A210		2013-XX-XX	Human	2013	China	C4a	YN2013-A210
KR782408	YN2013-C008		2013-XX-XX	Human	2013	China	C4a	YN2013-C008
KR827493	4125/Saratov.RUS/2013		2013-XX-XX	Human	2013	Russia	C4	4125/Saratov.RUS/2013
KR827495	4547/Volgograd.RUS/2013		2013-XX-XX	Human	2013	Russia	C4	4547/Volgograd.RUS/2013
KT008669	4/EV71/Wenzhou/CHN/2014		2014-06-02	Human	2014-06-02	China	C4a	4/EV71/Wenzhou/CHN/2014
KT327137	531/SZ/CHN/2012		2012-12-09	Human	2012-12-09	China	C4	531/SZ/CHN/2012
KT327146	96/SZ/CHN/2013		2013-XX-XX	Human	2013	China	C4	96/SZ/CHN/2013
KT327147	91/SZ/CHN/2013		2013-01-02	Human	2013-01-02	China	C4	91/SZ/CHN/2013
KT327148	10/SZ/CHN/2014		2014-06-18	Human	2014-06-18	China	C4	10/SZ/CHN/2014
KT327153	09/SZ/CHN/2014		2014-06-18	Human	2014-06-18	China	C4	09/SZ/CHN/2014
KT354875	N7008-TW99-9		2011-07-01	Human	2011-07-01	Taiwan		N7008-TW99-9
KT428648	EV71/SZ42/CHN/2014		2014-05-XX	Human	2014-05	China		EV71/SZ42/CHN/2014
KT717721	10MF36_2010.07_JJ		20XX-XX-XX	Human	N/a	China		10MF36_2010.07_JJ
KT717723	10MF33_2010.07_JJ		20XX-XX-XX	Human	N/a	China		10MF33_2010.07_JJ
KT717729	10MF43_2010.08_JJ		20XX-XX-XX	Human	N/a	China		10MF43_2010.08_JJ
KT717764	11MF24_2011.05_JJ		20XX-XX-XX	Human	N/a	China		11MF24_2011.05_JJ
KT717771	11MA123_2011.08_TZ		20XX-XX-XX	Human	N/a	China		11MA123_2011.08_TZ
KT717776	11MJ58_2011.12_TX		20XX-XX-XX	Human	N/a	China		11MJ58_2011.12_TX
KT717786	11MA147_2011.12_TZ		20XX-XX-XX	Human	N/a	China		11MA147_2011.12_TZ
KT717802	12MA156_2012.03_TZ		20XX-XX-XX	Human	N/a	China		12MA156_2012.03_TZ
KT717806	12MA159_2012.03_TZ		20XX-XX-XX	Human	N/a	China		12MA159_2012.03_TZ
KT717807	12MF16_2012.03_JJ		20XX-XX-XX	Human	N/a	China		12MF16_2012.03_JJ
KT717810	12MC20_2012.04_XH		20XX-XX-XX	Human	N/a	China		12MC20_2012.04_XH
KT717836	12MH66_2012.07_TZ		20XX-XX-XX	Human	N/a	China		12MH66_2012.07_TZ
KT717840	12MG26_2012.07_GG		20XX-XX-XX	Human	N/a	China		12MG26_2012.07_GG
KT717853	12MJ59_2012.12_TX		20XX-XX-XX	Human	N/a	China		12MJ59_2012.12_TX
KT717860	13MJ24_2013.05_TX		20XX-XX-XX	Human	N/a	China		13MJ24_2013.05_TX
KT717864	13MG21_2013.05_GG		20XX-XX-XX	Human	N/a	China		13MG21_2013.05_GG
KT717876	13MF35_2013.07_JJ		20XX-XX-XX	Human	N/a	China		13MF35_2013.07_JJ
KT985006	13HS15/QD/2013/EV71		2013-05-09	Human	2013-05-09	China	A71	13HS15/QD/2013/EV71
KU133624	391-CSF/EV71/RUS/Omsk/2013		2013-XX-XX	Human	2013	Russia		391-CSF/EV71/RUS/Omsk/2013
KU159439	C4-ND-158_Vietnam:BenTre_2012-08-04		2012-08-04	Human	2012-08-04	Viet Nam	C4	C4-ND-158_Vietnam_BenTre_2012-08-04
KU159448	C4-ND-08_Vietnam:BacNinh_2012-02-01		2012-02-01	Human	2012-02-01	Viet Nam	C4	C4-ND-08_Vietnam_BacNinh_2012-02-01
KU159456	C4-ND-20_Vietnam:VinhPhuc_2012-02-18		2012-02-18	Human	2012-02-18	Viet Nam	C4	C4-ND-20_Vietnam_VinhPhuc_2012-02-18
KU159483	C4-ND-100_Vietnam:TienGiang_2012-04-03		2012-04-03	Human	2012-04-03	Viet Nam	C4	C4-ND-100_Vietnam_TienGiang_2012-04-03
KU159495	C4-ND-126_Vietnam:BacGiang_2012-05-03		2012-05-05	Human	2012-05-05	Viet Nam	C4	C4-ND-126_Vietnam_BacGiang_2012-05-03
KU159503	C4-ND-138_Vietnam:BinhThuan_2012-05-20		2012-05-20	Human	2012-05-20	Viet Nam	C4	C4-ND-138_Vietnam_BinhThuan_2012-05-20
KU159506	C4-ND-144_Vietnam:TienGiang_2012-05-26		2012-05-26	Human	2012-05-26	Viet Nam	C4	C4-ND-144_Vietnam_TienGiang_2012-05-26
KU710722	BJ14-2		2014-07-09	Unknown	2014-07-09	China		BJ14-2
KU578268	13/SHENZHEN/12/China/HFMD severe/2012		2012-08-17	Human	2012-08-17	China	C4a	13/SHENZHEN/12/China/HFMDsevere/2012
KU595717	EV71/FJFZ090/CHN/2010		2010-XX-XX	Human	2010	China		EV71/FJFZ090/CHN/2010
KU595738	EV71/FJQZ025/CHN/2010		2010-XX-XX	Human	2010	China		EV71/FJQZ025/CHN/2010
KU595759	EV71/FJFZ053/CHN/2011		2011-XX-XX	Human	2011	China		EV71/FJFZ053/CHN/2011
KU595774	EV71/FJLY010/CHN/2011		2011-XX-XX	Human	2011	China		EV71/FJLY010/CHN/2011
KU595775	EV71/FJLY011/CHN/2011		2011-XX-XX	Human	2011	China		EV71/FJLY011/CHN/2011
KU595783	EV71/FJNP027/CHN/2011		2011-XX-XX	Human	2011	China		EV71/FJNP027/CHN/2011
KU595810	EV71/FJQZ067/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJQZ067/CHN/2012
KU595814	EV71/FJNP002/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJNP002/CHN/2012
KU595818	EV71/FJLY002/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJLY002/CHN/2012
KU595821	EV71/FJLY012/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJLY012/CHN/2012
KU595829	EV71/FJZZ008/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJZZ008/CHN/2012
KU595852	EV71/FJXM293/CHN/2013		2013-XX-XX	Human	2013	China		EV71/FJXM293/CHN/2013
KU595855	EV71/FJFZ175/CHN/2013		2013-XX-XX	Human	2013	China		EV71/FJFZ175/CHN/2013
KU595869	EV71/FJLY310/CHN/2014		2014-XX-XX	Human	2014	China		EV71/FJLY310/CHN/2014
KU595873	EV71/FJNP214/CHN/2014		2014-XX-XX	Human	2014	China		EV71/FJNP214/CHN/2014
KU595877	EV71/FJPT096/CHN/2014		2014-XX-XX	Human	2014	China		EV71/FJPT096/CHN/2014
KU595879	EV71/FJPT003G/CHN/2014		2014-XX-XX	Human	2014	China		EV71/FJPT003G/CHN/2014
KU595892	EV71/FJZZ016/CHN/2014		2014-XX-XX	Human	2014	China		EV71/FJZZ016/CHN/2014
